"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"
"Mali"	466	30.54	30.96	31.65	34.2	36.95	39.5	41.94	44.4	45.96	47.57	49.12	50.99
"Mauritania"	478	40.03	42.23	44.32	46.32	50.07	52.98	55.58	56.84	57.93	58.4	58.79	59.16
"Niger"	562	37.82	38.06	38.21	38.39	38.76	39.43	40.22	40.88	43.09	46.77	50.46	53.55
"Nigeria"	566	37.32	39.22	41.08	42.91	44.72	46.24	47.08	47.08	46.59	46.16	48.53	51.03
"Senegal"	686	37.98	39.42	40.2	41.02	42.9	46.36	50.33	53.45	54.82	56.02	57.59	59.13
"Sierra Leone"	694	31.21	32.28	33.4	35	37.73	41.85	44.95	41.68	39.01	39.5	43.04	46.88
"Togo"	768	36.37	39.34	42.27	45.17	48.02	50.15	52.13	53.93	55.33	56.04	56.66	57.14
"Asia"	935	43.06019224	45.39321138	47.66545129	54.55260086	58.16507142	60.98268442	63.11478113	64.9541177	66.4532589	67.83998212	69.37842145	70.89068997
"Eastern Asia"	906	46.66003571	47.99459106	49.0804536	61.02114957	67.06526652	68.9720136	70.46101623	71.82040369	72.99087126	73.92458266	75.00937889	76.15960079
"China"	156	44.58	45.62	46.42	59.49	66.06	67.8	69.21	70.5	71.58	72.53	73.36	74.45
"China, Hong Kong SAR"	344	66.43	69.22	72.19	74.13	75.85	77.39	78.79	80.06	81.23	82.32	83.34	84.3
"China, Macao SAR"	446	62.33	65.39	68.18	70.63	72.77	74.66	76.34	77.84	79.19	80.42	81.54	82.57
"Dem. People's Rep. of Korea"	408	51.5	55.5	58.1	61.7	66.4	69.9	71.8	73.3	73.56	67.14	71.46	71.75
"Japan"	392	63.93	68.47	71.48	73.93	75.78	77.88	79.63	81.31	82.44	83.71	85.21	86.06
"Mongolia"	496	45.19	48.73	53.18	56.5	59.1	59.6	60.12	62.42	63.9	64.43	68.56	71.47
"Republic of Korea"	410	49.87	53.54	57.61	62.1	67.08	69.24	71.75	74.6	77	78.68	80.77	83.25
"Taiwan, Province of China"	158	60.01	65.63	67.73	69.61	72.12	73.63	74.83	76.1	77.35	78.32	80.01	81.51
"South-Central Asia"	921	38.33809431	41.32310832	44.5270716	47.83144106	49.92926317	54.43308334	56.76088513	58.57430923	60.30790814	62.13758988	64.1719047	66.0564285
"Central Asia"	5500	58.85482707	60.92613145	62.94485638	64.92586288	66.44792507	67.45109781	68.93604589	69.96084661	68.97371985	68.64967095	69.62684522	70.45315527
"Kazakhstan"	398	60.6	62.64	64.67	66.71	68.24	69.28	70.86	72.1	70.3	68.94	70.42	71.53
"Kyrgyzstan"	417	57.25	59.39	61.54	63.68	65.32	66.46	68.11	69.8	70.13	69.96	70.58	71.04
"Tajikistan"	762	55.65	57.65	59.65	61.65	63.15	64.15	65.33	66.23	65.94	66.94	68.58	69.91
"Turkmenistan"	795	55.05	57.09	59.12	61.16	62.69	63.73	65.26	66.25	66.6	67.51	68.19	68.91
"Uzbekistan"	860	59.45	61.48	63.51	65.54	67.06	68.09	69.62	70.45	69.41	69.98	70.41	70.66
"Southern Asia"	5501	37.76836627	40.70261948	43.8623975	47.18409316	49.29884918	53.90757356	56.25778342	58.09319764	59.93984709	61.88284428	63.97584202	65.89965177
"Afghanistan"	4	28.46	29.99	31.72	33.78	35.86	38.12	39.8	41.4	43.13	44.64	46.07	47.47
"Bangladesh"	50	44.24	45.9	47.47	48.91	39.91	52.18	55.01	57.78	60.54	63.46	66.11	68.29
"Bhutan"	64	36.26	36.92	38.21	40.13	42.67	45.77	49.21	52.33	56.24	60.74	65.22	67.77
"India"	356	37.06	39.95	43.23	46.77	50.21	54.07	56.23	57.81	59.56	61.58	63.68	65.73
"Iran (Islamic Republic of)"	364	36.73	41.6	45.98	49.92	52.81	56.78	60.88	64.38	67.04	69.73	71.86	73.91
"Maldives"	462	32.92	35.7	38	41.6	45.15	48.68	54.17	58.02	62.97	68.17	73.6	76.52
"Nepal"	524	35.55	37.29	39.22	41.42	43.7	46.49	49.32	52.16	55.46	59.81	63.97	68.04
"Pakistan"	586	41.49	45.1	48.52	51.73	54.74	57.31	59.21	60.74	62.16	63.41	64.47	65.42
"Sri Lanka"	144	55.42	59.24	61.22	63.32	66.13	68.63	71.75	72.8	73.39	72.67	77.22	77.4
"South-Eastern Asia"	920	43.7105791	47.42524061	50.66095403	53.78034088	55.99433055	58.6750578	62.10752861	64.59811325	66.90227885	68.6141558	70.1504345	71.43616225
"Brunei Darussalam"	96	59.38	62.46	65.23	67.73	69.9	71.8	73.51	75.07	76.52	77.89	79.2	79.98
"Cambodia"	116	40.8	42.8	44.9	46.9	41.7	32.5	50.01	56.08	57.18	57.74	59.53	62.61
"Indonesia"	360	40.02	44.3	48.19	51.77	55.06	57.96	60.51	62.76	64.74	66.49	68.04	69.43
"Lao People's Dem. Republic"	418	44.33	45.25	46.17	47.08	48.02	49.27	51.03	53.73	57.54	61.23	64.04	67.31
"Malaysia"	458	56.39	59.02	61.62	64.15	66.35	68.28	69.95	71.42	72.7	73.83	74.83	75.72
"Myanmar"	104	37.46	42.61	45.56	49.71	52.96	55.85	56.74	57.41	60.22	62.54	63.8	64.98
"Philippines"	608	56.65	58.31	59.85	61.65	63.31	64.81	66.17	67.4	68.52	69.53	70.45	71.29
"Singapore"	702	63.04	67.73	70.04	70.76	72.76	74.26	75.08	76.8	79.2	80.49	81.54	82.71
"Thailand"	764	52.9	55.86	58.85	61.06	63.64	66.36	70.73	75.15	75.86	76.26	76.65	77.06
"Timor-Leste"	626	30.36	33.04	35.56	38.11	40.71	32.46	40.67	44.04	49.39	54.61	58.96	61.68
"Viet Nam"	704	41.8	44.6	47.4	50.2	50.45	55.2	61.18	64.9	69.64	72.39	74.88	76.21
"Western Asia"	922	48.7896258	50.89824764	52.97853904	54.94841293	57.62978152	60.76385561	64.06061202	67.09994139	69.05983477	70.94790986	72.73920644	74.08735641
"Armenia"	51	65.9	67.97	70.04	72.11	73.59	73.51	73.78	70.7	71.5	73.08	75.6	76.74
"Azerbaijan"	31	61.5	63.5	65.5	67.5	69	68.7	68.6	69.75	68.45	69.57	70.43	73.14
"Bahrain"	48	46.63	51.97	58.48	64.03	67.91	70.49	72.25	73.32	73.92	74.45	74.93	75.37
"Cyprus"	196	68.72	70.74	72.46	73.93	75.21	76.32	77.3	78.18	78.99	79.73	80.42	81.07
"Georgia"	268	64.4	66.36	68.33	70.29	71.76	73.22	73.19	74	74.3	74.65	75.9	76.5
"Iraq"	368	40.94	46.09	50.94	55.51	59	61.41	65.18	70.67	73.16	73.72	72.62	71.69
"Israel"	376	70.43	71.58	72.52	73.33	74.29	75.39	76.44	77.74	79.07	80.48	81.68	82.87
"Jordan"	400	47.63	52.16	56.07	59.95	63.75	67.05	69.42	71.01	72.2	72.94	73.63	74.29
"Kuwait"	414	57.26	61.28	64.67	67.47	69.64	71.32	72.6	73.49	74.08	74.51	74.87	75.19
"Lebanon"	422	57.7	61.4	64.1	65.95	67.6	68.5	69.5	70.5	71.6	72.4	73.22	74.18
"Occupied Palestinian Territory"	275	48.81	50.39	52.8	56.05	59.31	62.76	66.05	68.7	70.39	71.93	72.9	73.81
"Oman"	512	38.93	41.79	45.18	49.32	54.42	59.49	64.7	69.82	73.39	74.47	75.22	74.83
"Qatar"	634	57.37	60.4	63.41	66.2	69	71.29	72.81	73.99	74.99	75.85	76.59	77.29
"Saudi Arabia"	682	42.23	45.14	48.11	51.83	56.46	61.09	65.37	68.62	71.05	72.35	73.39	74.41
"Syrian Arab Republic"	760	50.18	53.41	56.66	60.19	63.8	66.69	69.22	71.44	73.36	74.82	75.88	76.85
"Turkey"	792	49.27	49.66	50.35	51.03	53.44	56.8	60.53	63.87	66.66	69.99	73.25	75.28
"United Arab Emirates"	784	48.24	52.24	57.11	62.58	66.66	69.41	71.33	72.88	74.1	75.18	76.17	77.04
"Yemen"	887	36.59	38.04	39.45	40.83	42.33	47.27	52.56	56.34	57.94	59.55	62.58	65.36
"Europe"	908	67.98877648	70.52955533	72.5000019	73.48481244	74.16274194	74.91140518	75.6115491	76.53878051	76.81094834	77.32997658	78.04095541	79.31888021
"Eastern Europe"	923	66.96577223	69.86258572	72.39022645	73.12622956	73.43931908	73.35654379	73.42018897	74.0788741	73.56581089	73.44224407	73.76023687	75.25167404
"Belarus"	112	70	72	73.5	74.4	75.5	75.5	75.2	75.6	74.9	74.04	74.53	75.53
"Bulgaria"	100	63.66	68.02	71.84	72.99	73.44	73.69	74.18	74.65	74.79	74.61	75.62	76.35
"Czech Republic"	203	69.54	72.29	73.38	73.42	73.57	74.2	74.42	75.15	76.21	77.66	78.79	80.15
"Hungary"	348	66.11	69.09	71.05	72.01	72.36	72.86	73.02	73.59	74.13	75.41	76.79	77.64
"Poland"	616	64.2	68.5	71.21	72.93	74.02	74.64	75.05	75.26	75.66	77.11	78.74	79.85
"Republic of Moldova"	498	63	65	66.5	68	68.5	68.5	68.3	70.7	70.87	70.5	71.54	72.06
"Romania"	642	62.8	65.9	68.83	69.81	71.17	71.98	72.58	72.6	73.31	73.6	75.19	76.83
"Russian Federation"	643	67.27	69.89	72.816	73.443	73.611	73.115	72.92	73.8	72.73	72.21	71.88	74.03
"Slovakia"	703	66.31	70.78	73	73.26	73.53	74.23	74.67	75.16	75.92	76.85	77.81	78.65
"Ukraine"	804	69.73	72.17	73.85	74.43	74	73.7	73.99	74.56	73.68	72.96	73.44	73.54
"Northern Europe"	924	71.39414137	73.09394319	73.96262797	74.82853344	75.48323987	76.21879402	77.20135182	77.90221821	78.63520844	79.49038551	80.48538019	81.50846441
"Channel Islands"	830	71.74	73.23	73.88	74.7	75.19	75.92	77	77.78	78.78	79.49	80.52	81.63
"Denmark"	208	72.22	73.71	74.42	75.21	76.33	77.23	77.47	77.64	77.91	78.46	79.51	80.5
"Estonia"	233	68.3	71.4	73.4	74.24	74.712	74.39	74.2	74.68	74.17	75.34	76.97	79.17
"Finland"	246	69.31	71.26	72.5	73.34	74.99	76.89	78.33	78.71	79.45	80.62	81.63	82.75
"Iceland"	352	74.25	75.42	76.11	76.4	77.23	79.28	79.91	80.12	80.89	81.12	82.43	83.05
"Ireland"	372	68.09	70.74	72.13	73.07	73.78	74.75	76.04	77.06	78.17	78.75	80.19	82.02
"Latvia"	428	69	72.2	73.81	74.55	74.61	74.1	74.45	74.96	73.94	76.15	76.7	77.45
"Lithuania"	440	67.8	71	73.5	74.82	75.38	75.4	75.7	76.4	75.51	76.15	77.49	77.24
"Norway"	578	74.4	75.54	75.9	76.72	77.55	78.42	79.33	79.38	80.13	81.04	81.72	82.71
"Sweden"	752	73.13	74.55	75.44	76.43	77.55	78.38	79.39	80.07	80.77	81.71	82.24	82.93
"United Kingdom"	826	71.79	73.28	73.94	74.75	75.24	75.97	77.05	77.83	78.83	79.55	80.58	81.68
"Southern Europe"	925	65.3879963	68.33531908	70.61609195	72.42817222	74.07869956	75.805821	77.18619201	78.4591952	79.45415647	80.54817189	81.69230677	82.55409206
"Albania"	8	56.1	60.1	66	67.4	69.5	71.2	73	75	74.26	75.93	78.7	79.72
"Bosnia and Herzegovina"	70	54.8	59.8	63.6	66.7	69.5	72.1	73.4	74.5	73.16	75.9	77.18	77.7
"Croatia"	191	63.2	66.9	69.6	71.4	72.9	74.1	74.6	75.5	76.52	78.09	78.37	79.49
"Greece"	300	67.5	69.5	71.2	72.8	74.2	75.8	77.5	78.83	80	80.72	81.79	82.01
"Italy"	380	68.13	70.65	72.29	73.69	75.16	76.74	78.06	79.53	80.67	81.77	83.02	83.98
"Malta"	470	67.52	69.18	70.71	72.14	73.48	74.74	75.94	77.07	78.16	79.21	80.22	81.19
"Montenegro"	499	59.86	62.62	65.38	69.215	73.05	75.588	76.594	77.364	79.12	78.87	77.03	76.47
"Portugal"	620	62.59	64.73	67.07	69.36	71.31	73.63	75.82	77.33	78.28	79.45	80.68	81.79
"Serbia"	688	58.8	62.6	65.7	68.6	70.6	72.5	72.65	73.7	74.48	74.61	75.58	76.34
"Slovenia"	705	68.1	70.5	72	72.6	73.5	74.8	75.07	76.44	77.56	78.9	80.41	81.99
"Spain"	724	66.35	69.77	72.2	73.89	75.28	77.1	79.04	80.05	81.06	82.08	83.04	83.75
"TFYR Macedonia"	807	55	59.4	62.8	66	68.9	71.4	71.54	72.84	74.03	74.77	75.75	76.32
"Western Europe"	926	70.12899121	72.14251672	73.53018398	74.31638031	74.95840098	76.51052899	77.70896762	79.03060013	79.98391829	81.01055743	81.98900825	83.04082812
"Austria"	40	68.78	70.84	72.6	73.29	74.06	75.36	76.55	78.03	79.2	80.45	81.62	82.88
"Belgium"	56	70.91	72.65	73.1	73.84	74.92	76.06	77.15	78.91	79.74	80.58	81.2	82.5
"France"	250	70.17	72.61	74.21	75.18	76.29	77.78	78.9	80.28	81.48	82.33	83.2	84.32
"Germany"	276	69.6	71.5	72.9	73.6	73.8	75.5	76.8	78.15	79.13	80.35	81.47	82.39
"Luxembourg"	442	68.9	70.6	72.27	73	73.68	75.03	76.11	77.85	78.8	79.94	81.13	81.98
"Netherlands"	528	73.24	74.68	75.81	76.35	77.11	78.44	79.45	79.92	80.19	80.49	80.97	82.19
"Switzerland"	756	71.63	73.23	74.43	75.44	76.77	78.45	79.4	80.56	81.28	82.13	83.25	84.12
"Latin America and the Caribbean"	904	53.06699701	56.18384931	58.85182071	60.95434517	63.32879245	65.75139692	68.41818756	70.45149632	72.31357954	73.99266055	75.44037684	76.65886535
"Caribbean"	915	53.57325655	56.85898031	60.01492157	62.6918128	64.76322741	66.2442063	67.53350982	68.96254024	70.19970822	71.52739597	72.58431682	74.00506266
"Aruba"	533	61.6	65.6	68.3	70	72.6	74.3	75.2	75.8	76	76.2	76.39	77.09
"Bahamas"	44	61.17	63.76	67.29	68.61	69.94	71.08	72.4	73.12	72.63	73.87	75.24	77.83
"Barbados"	52	59.5	65	68.3	70.1	72	73.9	75.18	76.53	77.47	78.14	78.9	79.5
"Cuba"	192	61.09	63.95	66.89	70.04	72.49	74.56	75.63	76.28	76.47	77.93	78.77	80.52
"Dominican Republic"	214	47.28	51.35	55.13	58.55	61.63	63.96	65.96	68.78	71.49	72.67	74	75.44
"Grenada"	308	65.28	65.64	66	66.36	66.72	67.07	67.43	68.87	72.49	73.93	75.66	76.79
"Guadeloupe"	312	55.26	59.5	63.21	66.48	69.36	71.92	74.21	76.28	78.15	79.86	81.43	82.88
"Haiti"	332	38.86	42	44.88	47.52	49.29	51.39	53.39	55.3	57.43	59.25	60.25	62.02
"Jamaica"	388	60.14	64.42	67.45	69.25	70.62	71.69	72.84	73.06	73.04	73.22	73.85	74.97
"Martinique"	474	57.1	60.26	63.18	65.93	68.97	71.71	74.2	76.45	78.51	80.4	82.13	83.16
"Netherlands Antilles"	530	61.8	65.77	68.14	70	72.85	74.76	76.39	77.37	77.47	77.8	78.57	79.36
"Puerto Rico"	630	65.98	70.69	72.29	74.01	75.93	76.99	77.45	78.83	79.12	79.58	81.96	82.67
"Saint Lucia"	662	56.78	58.81	61.37	64.65	67.47	70.2	73.25	72.72	73.53	73.05	73.92	76.58
"St. Vincent and the Grenadines"	670	52.25	53.37	57.63	60.84	62.95	66.04	68.72	71.02	72.48	73.02	72.8	73.8
"Trinidad and Tobago"	780	59.87	63.47	67.05	67.55	68.26	69.37	71.17	72.45	72.91	72.71	71.97	72.9
"United States Virgin Islands"	850	60.68	64.6	66.97	69.38	71.91	74	75.57	77.8	79.5	80.6	81.27	82.01
"Central America"	916	50.83380076	55.09815493	58.47435658	60.75474468	63.58022845	66.76218339	69.33010678	71.57197625	73.55175997	75.19098281	76.59052109	77.84154652
"Belize"	84	58.27	60.77	63.26	65.76	68.26	70.47	72.29	73.62	74.89	75.38	75.45	76.8
"Costa Rica"	188	58.63	61.54	64.53	67.47	70.24	73.33	76.11	77.54	78.64	79.75	80.66	81.36
"El Salvador"	222	46.78	51.47	55.7	58.86	61.18	62.79	64.29	69.22	73.04	74.11	75.12	76.08
"Guatemala"	320	43.33	45.37	48.13	51.32	55.41	58.18	60.76	63.79	66.87	69.99	72.51	73.79
"Honduras"	340	43.02	46.1	49.75	52.9	56.01	59.65	63.52	67.34	69.63	72.12	73.39	74.51
"Mexico"	484	52.58	57.23	60.56	62.47	65.13	68.53	71.15	72.98	74.62	76.08	77.37	78.63
"Nicaragua"	558	43.54	46.71	50.04	53.37	56.78	59.98	62.57	65.46	68.66	71.04	73.87	76.12
"Panama"	591	56.84	60.55	63.09	65.48	68.02	71.08	73.26	74.57	75.61	76.38	77.32	78.21
"South America"	931	53.81761939	56.50347138	58.8657697	60.8196002	63.08225577	65.34806923	68.20172161	70.23489071	72.12255021	73.84681898	75.33654148	76.50588987
"Argentina"	32	65.1	67.4	68.57	69.28	70.73	72.17	73.69	74.57	75.75	76.92	78.09	79.07
"Bolivia (Plurinational State of)"	68	42.5	43.99	45.58	47.24	48.99	52.16	55.89	59.1	61.82	64.04	65.99	67.7
"Brazil"	76	52.62	55.18	57.57	59.62	61.83	63.87	66.78	69.06	71.24	73.26	74.76	75.93
"Chile"	152	56.76	58.68	60.95	63.9	66.96	70.78	74.35	75.98	77.44	78.86	80.92	81.68
"Colombia"	170	52.33	56.87	59.67	61.83	63.85	66.25	70.23	71.7	73.04	74.24	75.45	76.66
"Ecuador"	218	49.61	52.69	56.05	58.21	60.46	63.22	66.65	69.9	72.66	75.15	77.25	78.06
"French Guiana"	254	56.9	59.85	63.2	67.95	69.5	70.46	73	74.5	76	77.5	79.11	79.89
"Guyana"	328	52.01	54.13	55.63	56.42	58.58	60.25	62.47	63.79	64.86	66.58	69.06	71.93
"Paraguay"	600	64.56	65.12	66.28	66.93	68.04	68.66	69.26	69.85	70.76	71.69	72.89	73.9
"Peru"	604	45.08	47.58	50.57	52.91	57.18	60.43	63.7	66.73	69.18	71.84	74.3	75.9
"Suriname"	740	57.67	60.47	62.47	64.47	66.47	67.66	69.78	70.69	71.1	71.4	71.71	73.11
"Uruguay"	858	69.31	70.32	71.49	71.77	72.05	73.07	74.5	75.73	76.84	77.89	78.93	79.85
"Venezuela (Bolivarian Republic of)"	862	55.77	58.68	61.74	64.9	67.71	70.35	72.04	73.48	74.46	75.14	75.77	76.78
"Northern America"	905	71.67434102	73.00748568	73.68253273	74.28278277	75.32213179	77.1301421	78.05587455	78.50686995	79.19682143	79.53181501	79.99416468	80.73234344
"Canada"	124	71.48	73.21	74.53	75.6	76.64	77.96	79.28	80.05	80.81	81.27	82.11	82.81
"United States of America"	840	71.68	72.97	73.58	74.14	75.18	77.03	77.93	78.35	79.02	79.35	79.77	80.51
"Oceania"	909	63.07573901	65.21056699	66.87543299	68.19067701	69.55697537	71.60124465	73.66927406	74.13087091	75.63302846	76.48198549	77.72040186	79.00104806
"Australia/New Zealand"	927	72.1270667	73.45767961	74.18918972	74.40503681	75.08792733	76.83902202	78.27640732	78.93185488	80.30826808	81.34038863	82.54107356	83.4776297
"Australia"	36	72.17	73.51	74.22	74.39	75.13	77.04	78.59	79.26	80.55	81.61	82.81	83.75
"New Zealand"	554	71.95	73.24	74.06	74.47	74.9	75.94	76.84	77.39	79.1	80.04	81.22	82.16
"Melanesia"	928	38.50806242	41.26929316	44.19977455	48.17186985	51.41198773	54.70822671	59.1502613	59.28765034	61.10233484	62.10493722	63.58433527	65.38887005
"Fiji"	242	54.67	56.97	59.02	60.84	62.49	63.91	65.5	66.95	68.29	69.55	70.74	71.9
"New Caledonia"	540	52.04	56.46	60.47	63.82	66.62	68.99	71.01	72.77	74.32	75.71	76.98	78.71
"Papua New Guinea"	598	35.69	38.18	41	45.18	48.68	52.23	57.46	57.6	59.54	60.39	61.78	63.66
"Solomon Islands"	90	46.4	48.9	51.4	53.9	56.4	58.9	59.53	56.29	58.82	62	66	67.76
