"name"	"country_code"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Swaziland"	748	49.69	49.51	51.12	53.17	55.42	57.48	59.51	61.36	62.99	64.44	65.78	67.03	68.24	69.42	70.59	71.74	72.91	73.99
"Western Africa"	914	53.6	55.57	57.3	59.01	60.65	62.19	63.63	64.99	66.25	67.41	68.5	69.5	70.44	71.33	72.16	72.94	73.67	74.37
"Benin"	204	54.84	56.8	58.69	60.47	62.13	63.66	65.06	66.35	67.53	68.62	69.6	70.52	71.36	72.15	72.89	73.58	74.23	74.84
"Burkina Faso"	854	54.97	56.9	58.78	60.57	62.25	63.81	65.22	66.51	67.68	68.75	69.72	70.62	71.44	72.21	72.92	73.59	74.22	74.82
"Cape Verde"	132	70.5	71.56	72.52	73.39	74.2	74.94	75.64	76.3	76.93	77.52	78.1	78.65	79.19	79.71	80.21	80.71	81.19	81.67
"Cote d'Ivoire"	384	55.26	57.8	59.7	61.36	62.78	64.03	65.17	66.22	67.2	68.15	69.08	70.01	70.91	71.8	72.66	73.49	74.29	75.07
"Gambia"	270	57.73	59.02	60.26	61.69	63.29	64.75	66.09	67.3	68.4	69.4	70.32	71.17	71.95	72.68	73.36	74.01	74.62	75.19
"Ghana"	288	63.65	64.92	66.11	67.24	68.27	69.23	70.13	70.98	71.79	72.55	73.27	73.95	74.6	75.23	75.83	76.41	76.96	77.49
"Guinea"	324	53.17	55.17	57.03	58.85	60.58	62.22	63.75	65.15	66.43	67.6	68.67	69.65	70.57	71.42	72.2	72.94	73.65	74.3
"Guinea-Bissau"	624	47.25	49.23	51.07	53.01	54.94	56.82	58.66	60.43	62.1	63.66	65.11	66.43	67.64	68.77	69.79	70.74	71.65	72.41
"Liberia"	430	56.41	58.66	60.56	62.1	63.39	64.53	65.6	66.66	67.72	68.73	69.71	70.62	71.49	72.31	73.08	73.8	74.48	75.14
"Mali"	466	50.93	52.85	54.78	56.72	58.6	60.4	62.1	63.66	65.09	66.39	67.58	68.65	69.63	70.53	71.36	72.13	72.85	73.53
"Mauritania"	478	57.38	58.69	59.94	61.4	63.01	64.5	65.86	67.09	68.21	69.23	70.16	71.02	71.81	72.55	73.25	73.9	74.51	75.09
"Niger"	562	54.79	56.73	58.61	60.41	62.1	63.67	65.1	66.4	67.58	68.66	69.64	70.54	71.37	72.14	72.86	73.53	74.16	74.76
"Nigeria"	566	51.69	53.75	55.49	57.26	58.95	60.57	62.1	63.57	64.93	66.19	67.37	68.47	69.51	70.48	71.39	72.26	73.07	73.84
"Senegal"	686	58.63	59.88	61.08	62.46	64	65.4	66.67	67.83	68.88	69.84	70.73	71.54	72.3	73.01	73.67	74.3	74.89	75.46
"Sierra Leone"	694	47.53	49.32	51.19	53.11	55.05	56.97	58.85	60.64	62.32	63.86	65.27	66.56	67.73	68.79	69.76	70.65	71.47	72.23
"Togo"	768	56.24	58.37	60.09	61.75	63.25	64.64	65.91	67.11	68.22	69.25	70.22	71.12	71.97	72.78	73.55	74.27	74.95	75.57
"ASIA"	935	68.54	69.64	70.63	71.55	72.4	73.17	73.89	74.57	75.2	75.79	76.35	76.88	77.4	77.9	78.38	78.85	79.33	79.79
"Eastern Asia"	906	73	73.87	74.63	75.35	76.01	76.62	77.23	77.83	78.4	78.95	79.47	79.98	80.49	80.99	81.47	81.96	82.45	82.93
"China"	156	72.07	72.98	73.8	74.58	75.31	75.97	76.63	77.25	77.84	78.4	78.94	79.48	79.99	80.5	80.98	81.47	81.94	82.41
"China, Hong Kong SAR"	344	80.21	80.77	81.32	81.86	82.39	82.91	83.43	83.94	84.45	84.96	85.46	85.96	86.46	86.96	87.45	87.94	88.43	88.92
"China, Macao SAR"	446	79.09	79.67	80.23	80.78	81.33	81.87	82.4	82.93	83.44	83.96	84.47	84.98	85.49	85.97	86.49	86.97	87.47	87.96
"Dem. People's Republic of Korea"	408	65.89	66.75	67.56	68.48	69.48	70.39	71.23	72.01	72.74	73.42	74.06	74.66	75.24	75.79	76.31	76.81	77.3	77.76
"Japan"	392	80.1	80.8	81.35	81.88	82.4	82.93	83.44	83.96	84.46	84.97	85.47	85.98	86.47	86.99	87.48	87.97	88.46	88.95
"Mongolia"	496	65.04	66.35	67.54	68.78	70.03	71.14	72.14	73.05	73.88	74.65	75.37	76.05	76.69	77.3	77.88	78.43	78.96	79.48
"Republic of Korea"	410	77.26	77.9	78.54	79.14	79.71	80.28	80.83	81.38	81.92	82.45	82.97	83.49	84	84.51	85.01	85.52	86.02	86.53
"Other non-specified areas"	158	76	76.63	77.25	77.82	78.39	78.93	79.45	79.97	80.49	80.97	81.45	81.9	82.36	82.82	83.27	83.71	84.15	84.59
"South-Central Asia"	921	64.67	65.95	67.13	68.21	69.22	70.15	71.01	71.81	72.54	73.23	73.87	74.47	75.05	75.59	76.12	76.62	77.11	77.58
"Central Asia"	5500	63.89	65.35	66.66	67.86	68.97	69.99	70.91	71.75	72.52	73.24	73.92	74.55	75.14	75.7	76.22	76.71	77.19	77.65
"Kazakhstan"	398	62.29	63.84	65.25	66.54	67.71	68.77	69.74	70.64	71.46	72.22	72.94	73.6	74.23	74.83	75.4	75.94	76.46	76.95
"Kyrgyzstan"	417	64.32	65.69	66.94	68.07	69.1	70.04	70.91	71.71	72.46	73.16	73.81	74.43	75.02	75.58	76.11	76.62	77.11	77.59
"Tajikistan"	762	64.75	66.09	67.3	68.4	69.4	70.32	71.17	71.95	72.68	73.37	74.01	74.62	75.19	75.74	76.27	76.77	77.26	77.73
"Turkmenistan"	795	61.24	62.87	64.37	65.73	66.98	68.11	69.13	70.08	70.94	71.74	72.49	73.18	73.84	74.45	75.04	75.6	76.13	76.64
"Uzbekistan"	860	65.7	66.95	68.08	69.11	70.05	70.92	71.72	72.47	73.17	73.82	74.44	75.02	75.58	76.11	76.63	77.12	77.59	78.05
"Southern Asia"	5501	64.69	65.97	67.14	68.22	69.23	70.16	71.01	71.8	72.54	73.23	73.87	74.47	75.04	75.58	76.11	76.61	77.1	77.57
"Afghanistan"	4	49.16	51.02	52.93	54.87	56.79	58.67	60.47	62.15	63.71	65.12	66.42	67.6	68.67	69.64	70.54	71.38	72.16	72.88
"Bangladesh"	50	68.53	69.81	70.94	71.96	72.88	73.72	74.5	75.23	75.91	76.55	77.17	77.76	78.32	78.87	79.4	79.91	80.41	80.9
"Bhutan"	64	65.89	67.49	68.9	70.13	71.23	72.22	73.12	73.94	74.7	75.42	76.09	76.73	77.33	77.91	78.47	79.02	79.54	80.05
"India"	356	64.44	65.8	67.04	68.16	69.19	70.12	70.98	71.78	72.52	73.22	73.87	74.48	75.07	75.62	76.15	76.66	77.15	77.63
"Iran (Islamic Republic of)"	364	71.5	72.47	73.34	74.15	74.9	75.6	76.26	76.89	77.49	78.06	78.62	79.16	79.68	80.18	80.68	81.16	81.64	82.11
"Maldives"	462	75.98	77.07	78.06	78.83	79.43	80	80.57	81.12	81.66	82.19	82.72	83.24	83.76	84.27	84.78	85.29	85.79	86.29
"Nepal"	524	68.14	69.47	70.64	71.69	72.63	73.5	74.29	75.03	75.72	76.38	77	77.6	78.17	78.72	79.25	79.77	80.28	80.77
"Pakistan"	586	64.85	65.77	66.63	67.45	68.22	68.95	69.65	70.31	70.93	71.53	72.1	72.65	73.18	73.68	74.17	74.63	75.09	75.52
"Sri Lanka"	144	72.12	73.03	73.86	74.63	75.34	76.02	76.66	77.27	77.85	78.42	78.96	79.49	80	80.5	80.99	81.46	81.93	82.4
"South-Eastern Asia"	920	68.83	70.16	71.33	72.35	73.27	74.09	74.85	75.54	76.2	76.82	77.4	77.96	78.5	79.03	79.54	80.04	80.53	81.02
"Brunei Darussalam"	96	75.99	76.61	77.22	77.75	78.21	78.65	79.07	79.49	79.9	80.3	80.69	81.07	81.44	81.82	82.18	82.54	82.89	83.22
"Cambodia"	116	62.16	64.11	65.93	67.5	68.86	70.05	71.13	72.09	73.02	73.91	74.67	75.38	76.06	76.72	77.35	77.97	78.54	79.06
"Indonesia"	360	68.28	69.84	71.16	72.22	73.13	73.94	74.72	75.43	76.08	76.74	77.34	77.91	78.47	79.02	79.55	80.04	80.55	81.03
"Lao People's Democratic Republic"	418	66.42	67.95	69.3	70.49	71.55	72.51	73.38	74.19	74.93	75.63	76.29	76.92	77.52	78.09	78.65	79.18	79.7	80.21
"Malaysia"	458	72.51	73.4	74.21	74.95	75.65	76.31	76.94	77.52	78.09	78.64	79.19	79.72	80.22	80.72	81.2	81.66	82.13	82.58
"Myanmar"	104	64.13	65.94	67.53	68.93	70.16	71.26	72.24	73.14	73.96	74.72	75.43	76.11	76.74	77.35	77.93	78.49	79.03	79.55
"Philippines"	608	66	67.22	68.32	69.48	70.65	71.71	72.65	73.5	74.31	75.03	75.72	76.39	77	77.61	78.17	78.71	79.26	79.78
"Singapore"	702	78.91	79.52	80.09	80.64	81.18	81.74	82.27	82.8	83.31	83.82	84.34	84.84	85.34	85.84	86.34	86.84	87.33	87.82
"Thailand"	764	71.1	71.99	72.91	73.75	74.52	75.25	75.93	76.57	77.19	77.78	78.34	78.89	79.41	79.93	80.43	80.92	81.4	81.87
"Timor-Leste"	626	62.12	64.15	65.93	67.54	68.93	70.16	71.24	72.24	73.11	73.95	74.71	75.41	76.08	76.7	77.32	77.89	78.46	78.99
"Viet Nam"	704	73.42	74.31	75.13	75.86	76.51	77.12	77.71	78.28	78.83	79.36	79.87	80.38	80.87	81.35	81.82	82.29	82.74	83.19
"Western Asia"	922	71.02	71.92	72.84	73.74	74.59	75.38	76.1	76.76	77.39	77.98	78.52	79.02	79.51	79.97	80.42	80.87	81.31	81.75
"Armenia"	51	70.99	71.78	72.53	73.22	73.95	74.71	75.43	76.1	76.73	77.34	77.92	78.48	79.02	79.55	80.06	80.56	81.04	81.52
"Azerbaijan"	31	68	69.04	69.99	70.86	71.77	72.71	73.57	74.36	75.09	75.78	76.43	77.05	77.65	78.22	78.77	79.3	79.82	80.32
"Bahrain"	48	74.7	75.27	75.88	76.53	77.15	77.74	78.3	78.85	79.38	79.89	80.4	80.89	81.37	81.84	82.3	82.76	83.21	83.66
"Cyprus"	196	77.67	78.25	78.81	79.34	79.85	80.35	80.84	81.31	81.79	82.25	82.71	83.16	83.6	84.04	84.48	84.91	85.33	85.77
"Georgia"	268	70.52	71.35	72.12	72.84	73.6	74.39	75.12	75.81	76.46	77.08	77.67	78.24	78.79	79.32	79.84	80.34	80.83	81.31
"Iraq"	368	67.63	68.43	69.43	70.61	71.66	72.61	73.47	74.27	75.01	75.7	76.36	76.98	77.58	78.15	78.7	79.24	79.76	80.26
"Israel"	376	79.63	80.45	81.11	81.66	82.19	82.72	83.24	83.76	84.27	84.78	85.28	85.78	86.29	86.78	87.28	87.78	88.27	88.76
"Jordan"	400	72.19	72.74	73.26	73.91	74.68	75.39	76.07	76.71	77.31	77.9	78.46	79	79.52	80.03	80.53	81.02	81.5	81.97
"Kuwait"	414	74.01	74.49	74.94	75.51	76.18	76.81	77.41	77.99	78.55	79.09	79.61	80.12	80.62	81.1	81.58	82.05	82.51	82.96
"Lebanon"	422	70.74	71.66	72.61	73.48	74.27	75.01	75.71	76.36	76.99	77.58	78.15	78.71	79.24	79.76	80.26	80.76	81.24	81.71
"Occupied Palestinian Territory"	275	71.5	72.26	72.97	73.72	74.5	75.22	75.91	76.55	77.17	77.76	78.32	78.87	79.4	79.91	80.41	80.9	81.38	81.85
"Oman"	512	71.37	72.72	73.58	74.37	75.1	75.79	76.44	77.06	77.65	78.22	78.77	79.3	79.82	80.33	80.82	81.3	81.77	82.24
"Qatar"	634	78.68	79.21	79.73	80.24	80.73	81.22	81.69	82.16	82.62	83.07	83.52	83.96	84.39	84.83	85.26	85.68	86.11	86.53
"Saudi Arabia"	682	73.19	74.01	74.77	75.48	76.15	76.78	77.39	77.97	78.52	79.06	79.59	80.1	80.59	81.08	81.56	82.03	82.49	82.94
"Syrian Arab Republic"	760	74.45	75.18	75.87	76.52	77.13	77.72	78.29	78.84	79.37	79.88	80.38	80.87	81.35	81.83	82.29	82.75	83.2	83.64
"Turkey"	792	72.04	72.85	73.7	74.48	75.21	75.89	76.54	77.15	77.74	78.31	78.85	79.38	79.9	80.4	80.89	81.37	81.84	82.31
"United Arab Emirates"	784	76	76.64	77.25	77.83	78.4	78.94	79.47	79.98	80.48	80.97	81.45	81.92	82.38	82.84	83.29	83.73	84.17	84.61
"Yemen"	887	64.5	66.26	67.82	69.18	70.39	71.46	72.43	73.31	74.11	74.87	75.57	76.23	76.86	77.46	78.04	78.6	79.13	79.65
"EUROPE"	908	72.81	73.94	74.98	75.89	76.68	77.41	78.1	78.77	79.44	80.11	80.75	81.38	81.99	82.58	83.15	83.69	84.22	84.74
"Eastern Europe"	923	65.95	67.3	68.51	69.61	70.6	71.52	72.38	73.2	74.03	74.83	75.57	76.25	76.9	77.52	78.11	78.68	79.23	79.76
"Belarus"	112	65.16	66.45	67.63	68.7	69.68	70.57	71.4	72.17	73.01	73.85	74.62	75.34	76.01	76.65	77.26	77.85	78.41	78.95
"Bulgaria"	100	70.28	71.06	71.79	72.58	73.4	74.15	74.87	75.55	76.19	76.79	77.38	77.95	78.5	79.03	79.55	80.06	80.56	81.04
"Czech Republic"	203	74.74	75.53	76.27	76.96	77.62	78.25	78.86	79.46	80.03	80.59	81.14	81.69	82.22	82.75	83.27	83.78	84.3	84.81
"Hungary"	348	70.83	71.86	72.79	73.64	74.42	75.15	75.84	76.49	77.11	77.7	78.27	78.81	79.34	79.86	80.36	80.85	81.34	81.81
"Poland"	616	72.15	73.05	73.88	74.65	75.36	76.04	76.68	77.29	77.87	78.43	78.97	79.5	80.01	80.51	81	81.48	81.95	82.41
"Republic of Moldova"	498	66.15	67.35	68.45	69.45	70.49	71.55	72.51	73.38	74.19	74.93	75.63	76.29	76.92	77.52	78.09	78.65	79.18	79.7
"Romania"	642	70.61	71.66	72.61	73.47	74.27	75.01	75.7	76.36	76.98	77.58	78.15	78.7	79.24	79.76	80.26	80.76	81.24	81.71
"Russian Federation"	643	63.32	64.78	66.11	67.31	68.41	69.42	70.33	71.18	72.11	73.01	73.85	74.62	75.34	76.01	76.65	77.26	77.85	78.41
"Slovakia"	703	71.89	72.94	73.88	74.7	75.41	76.08	76.72	77.33	77.91	78.47	79.01	79.53	80.05	80.54	81.03	81.51	81.98	82.44
"Ukraine"	804	63.52	64.96	66.27	67.47	68.55	69.54	70.57	71.63	72.58	73.45	74.24	74.99	75.68	76.34	76.97	77.56	78.13	78.69
"Northern Europe"	924	77.51	78.26	78.93	79.57	80.17	80.75	81.32	81.88	82.44	82.99	83.52	84.05	84.57	85.09	85.6	86.1	86.6	87.09
"Channel Islands"	830	78.03	78.65	79.26	79.85	80.42	80.99	81.55	82.11	82.65	83.2	83.75	84.29	84.83	85.38	85.92	86.47	87.02	87.57
"Denmark"	208	76.72	77.4	78.04	78.67	79.27	79.86	80.42	80.98	81.52	82.06	82.59	83.1	83.62	84.12	84.63	85.13	85.63	86.13
"Estonia"	233	69.76	70.9	71.92	72.85	73.69	74.47	75.2	75.89	76.53	77.15	77.74	78.3	78.85	79.38	79.89	80.4	80.89	81.37
"Finland"	246	77.15	78.16	78.94	79.53	80.12	80.68	81.24	81.79	82.32	82.85	83.37	83.88	84.4	84.89	85.4	85.9	86.39	86.89
"Iceland"	352	80.26	80.82	81.38	81.93	82.47	83.01	83.53	84.04	84.55	85.06	85.57	86.07	86.57	87.06	87.56	88.05	88.55	89.03
"Ireland"	372	78.44	79.06	79.65	80.21	80.77	81.31	81.84	82.37	82.9	83.42	83.93	84.44	84.95	85.45	85.95	86.45	86.94	87.44
"Latvia"	428	68.79	70.04	71.15	72.14	73.05	73.88	74.64	75.36	76.04	76.68	77.28	77.87	78.43	78.97	79.5	80.01	80.51	81
"Lithuania"	440	67.22	68.33	69.34	70.39	71.46	72.43	73.31	74.12	74.87	75.57	76.23	76.86	77.46	78.04	78.6	79.13	79.66	80.16
"Norway"	578	79.12	79.85	80.43	80.99	81.54	82.07	82.6	83.12	83.65	84.17	84.67	85.17	85.67	86.17	86.66	87.15	87.64	88.13
"Sweden"	752	79.65	80.47	81.15	81.69	82.24	82.77	83.3	83.81	84.33	84.83	85.34	85.84	86.34	86.83	87.33	87.81	88.31	88.79
"United Kingdom"	826	78.25	78.86	79.44	80.03	80.57	81.13	81.67	82.2	82.75	83.27	83.78	84.29	84.8	85.3	85.8	86.29	86.79	87.28
"Southern Europe"	925	77.8	78.5	79.17	79.8	80.4	80.97	81.53	82.06	82.56	83.06	83.56	84.06	84.56	85.07	85.59	86.1	86.6	87.1
"Albania"	8	74.23	74.97	75.66	76.32	76.95	77.54	78.12	78.67	79.2	79.72	80.22	80.71	81.19	81.66	82.12	82.57	83.02	83.45
"Bosnia and Herzegovina"	70	73.3	73.95	74.56	75.21	75.89	76.54	77.16	77.74	78.31	78.86	79.39	79.9	80.4	80.89	81.37	81.84	82.31	82.77
"Croatia"	191	73.32	74.23	75.06	75.82	76.54	77.22	77.87	78.49	79.1	79.68	80.25	80.81	81.36	81.9	82.43	82.95	83.47	83.98
"Greece"	300	77.62	78.19	78.74	79.27	79.79	80.29	80.78	81.27	81.74	82.21	82.66	83.12	83.56	84	84.44	84.87	85.3	85.73
"Italy"	380	79.24	79.82	80.37	80.94	81.47	82.03	82.56	83.08	83.59	84.09	84.6	85.1	85.61	86.11	86.62	87.11	87.6	88.1
"Malta"	470	77.61	78.24	78.85	79.44	80.02	80.58	81.14	81.68	82.22	82.75	83.27	83.78	84.29	84.8	85.31	85.8	86.3	86.8
"Montenegro"	499	72.5	73.38	74.18	74.92	75.62	76.28	76.91	77.5	78.08	78.63	79.16	79.68	80.18	80.67	81.14	81.61	82.06	82.51
"Portugal"	620	76.81	77.41	77.97	78.53	79.08	79.58	80.11	80.61	81.07	81.56	82.03	82.49	82.95	83.38	83.82	84.26	84.69	85.12
"Serbia"	688	72.45	73.14	73.8	74.5	75.22	75.9	76.55	77.16	77.75	78.32	78.87	79.39	79.91	80.41	80.9	81.38	81.85	82.32
"Slovenia"	705	76.09	76.79	77.46	78.1	78.71	79.31	79.89	80.45	81.01	81.55	82.09	82.62	83.14	83.66	84.17	84.68	85.18	85.69
"Spain"	724	78.82	79.66	80.49	81.14	81.7	82.21	82.76	83.28	83.77	84.29	84.8	85.31	85.81	86.31	86.81	87.31	87.8	88.29
"TFYR Macedonia"	807	73.04	73.7	74.33	74.99	75.69	76.34	76.97	77.56	78.14	78.69	79.22	79.74	80.25	80.74	81.23	81.7	82.17	82.63
"Western Europe"	926	78.35	79.2	80	80.66	81.21	81.75	82.28	82.81	83.33	83.85	84.37	84.88	85.39	85.89	86.39	86.89	87.39	87.88
"Austria"	40	78.4	79.29	80.12	80.8	81.35	81.89	82.42	82.94	83.46	83.98	84.49	84.99	85.5	86	86.5	87	87.49	87.99
"Belgium"	56	77.16	77.81	78.44	79.04	79.63	80.2	80.76	81.31	81.85	82.38	82.9	83.42	83.94	84.45	84.96	85.46	85.96	86.46
